vid,gz_state,gz_district,gz_taluka,gz_village,censuscode,area_km2,population,pop_density,st_pct,land_dependent_pct,natural_forest_pct,plantation_pct,agri_pct,wl_degraded_forest_pct,rfa_pct,protected_pct,connectivity_pct,outside_rfa_pct,conservation_score,conflict_score,priority,cons_band,risk_band,area_km2,households,pop_st,pop_sc,literacy_pct,land_dependent_pct,workers,cultivators,agri_labourers,uninhabited,lulc_reliable,rfa_gap_suspect,protected_km2,connect_km2,rfa_km2,outside_rfa_km2,nonforest_nonpa_km2,pa_names,esz_names,tiger_names,nh_km,nh_names,fsi_division,fsi_range,fsi_circle,basin,subbasin,forest_pct,agri_pct,lulc_evergreen_pct,lulc_deciduous_pct,lulc_scrub_forest_pct,lulc_grassland_pct,lulc_builtup_pct,wl_degraded_forest_pct,wl_mining_industrial_pct,conservation_n,conflict_n
626812,GOA,North Goa,Sattari,Codiem,626812.0,2.55482650451282,71.0,27.8,0.0,33.3,72.64,10.67,8.83,0.0,34.8,18.4,0.0,65.2,48.1,25.9,secondary,mid,low,2.55482650451282,17.0,0.0,0.0,84.5,33.3,27.0,7.0,2.0,False,False,False,0.469815862594265,0.0,0.8897553939411793,1.665,1.195,Madei WLS,,,0.0,,,,,West flowing rivers from Tapi to Tadri,Vasishti and others,72.64,8.83,1.72,70.92,0.0,0.0,0.0,0.0,6.748,3,4
626823,GOA,North Goa,Sattari,Codqui,626823.0,2.877619948119085,929.0,322.8,0.0,13.6,84.65,8.33,4.82,0.0,0.0,0.0,0.0,100.0,39.6,42.5,secondary,mid,low,2.877619948119085,204.0,0.0,151.0,82.9,13.6,345.0,29.0,18.0,False,False,False,0.0,0.0,0.0008132025724176,2.877,2.852,,,,0.0,,,,,West flowing rivers from Tapi to Tadri,Vasishti and others,85.09,4.82,0.0,84.65,0.0,0.0,0.0,0.0,0.0,3,4
626818,GOA,North Goa,Sattari,Codvol,626818.0,8.900644758893334,5.0,0.6,0.0,75.0,99.68,0.07,0.0,0.211,99.8,99.8,98.0,0.2,95.9,32.6,protect,high,low,8.900644758893334,1.0,0.0,0.0,40.0,75.0,4.0,0.0,3.0,False,False,False,8.886285926346897,8.719846766917472,8.880114442903869,0.021,0.0,Madei WLS; Bhimgad,,,0.0,,Belgaum,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,99.68,0.0,71.59,28.09,0.0,0.0,0.0,0.211,0.0,3,4
626790,GOA,North Goa,Sattari,Compordem,626790.0,7.357434420641829,1093.0,148.6,0.0,30.3,87.43,3.54,6.22,0.0,54.5,64.0,19.1,45.5,74.0,52.5,"protect, some pressure",high,mid,7.357434420641829,225.0,0.0,25.0,75.8,30.3,413.0,60.0,65.0,False,False,False,4.710193779044598,1.407890066176689,4.009727230523256,3.348,0.025,Madei WLS,"Madei WLS, Goa",,0.0,,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,87.94,6.22,40.54,46.89,0.51,0.0,0.72,0.0,0.0,3,4
626841,GOA,North Goa,Sattari,Conquirem,626841.0,8.917386343221715,397.0,44.5,68.5,12.3,86.54,3.8,4.4,7.839,60.4,56.7,19.6,39.6,74.7,24.7,protect,high,low,8.917386343221715,101.0,272.0,3.0,72.5,12.3,138.0,15.0,2.0,False,False,False,5.059864270598744,1.752245276004678,5.389663461177512,3.528,0.0,Bondla WLS,"Bondla WLS, Goa",,0.0,,,BONDLA WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,87.6,4.4,5.94,80.6,1.02,0.0,0.0,7.839,4.991,3,4
626832,GOA,North Goa,Sattari,Cotorem,626832.0,5.2610704639150185,624.0,118.6,7.1,22.5,92.33,4.04,1.79,0.0,12.0,0.0,0.0,88.0,51.3,36.5,secondary,mid,low,5.2610704639150185,139.0,44.0,70.0,80.6,22.5,276.0,39.0,23.0,False,False,False,0.0,0.0,0.6320064645156609,4.629,4.604,,,,0.0,,,,,West flowing rivers from Tapi to Tadri,Vasishti and others,93.34,1.79,0.0,92.33,0.83,0.0,0.0,0.0,0.0,3,4
626815,GOA,North Goa,Sattari,Cudcem,626815.0,1.983765597393124,644.0,324.6,0.0,50.3,97.15,0.95,0.0,0.0,16.5,0.0,0.0,83.5,54.8,49.3,moderate on both,mid,mid,1.983765597393124,142.0,0.0,0.0,73.8,50.3,290.0,15.0,131.0,False,False,False,0.0,0.0,0.3279381851777834,1.656,1.653,,,,0.0,,,,,West flowing rivers from Tapi to Tadri,Vasishti and others,98.89,0.0,1.9,95.25,1.74,0.0,0.0,0.0,0.0,3,4
626808,GOA,North Goa,Sattari,Cumarconda,626808.0,5.524944752986609,525.0,95.0,0.8,28.4,88.36,5.85,3.45,0.0,60.1,46.4,0.0,39.9,61.3,34.8,protect,high,low,5.524944752986609,114.0,4.0,0.0,71.8,28.4,194.0,44.0,11.0,False,False,False,2.5608567842337027,0.0,3.3222638363652286,2.203,0.0,Madei WLS,"Madei WLS, Goa",,0.0,,,,,West flowing rivers from Tapi to Tadri,Vasishti and others,88.36,3.45,0.0,88.36,0.0,0.0,0.0,0.0,0.34,3,4
626789,GOA,North Goa,Sattari,Dabem,626789.0,3.3902220185752485,498.0,146.9,0.0,4.8,95.84,1.2,0.45,0.0,62.6,73.6,0.0,37.3,65.7,35.9,protect,high,low,3.3902220185752485,113.0,0.0,29.0,76.9,4.8,167.0,5.0,3.0,False,False,False,2.494780441347918,0.0,2.1237854183476186,1.266,0.0,Madei WLS,"Madei WLS, Goa",,0.0,,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,98.34,0.45,28.19,67.65,2.5,0.0,0.0,0.0,0.0,3,4
626801,GOA,North Goa,Sattari,Davem,626801.0,5.9600602415945145,862.0,144.6,0.0,12.8,92.03,1.11,3.48,0.0,23.0,51.0,0.0,77.0,54.2,49.3,moderate on both,mid,mid,5.9600602415945145,184.0,0.0,14.0,76.8,12.8,335.0,7.0,36.0,False,False,False,3.0413990155114767,0.000221942069401,1.3708089999747937,4.589,2.371,Madei WLS,"Madei WLS, Goa",,0.0,,,,,West flowing rivers from Tapi to Tadri,Vasishti and others,93.67,3.48,37.47,54.56,1.64,0.0,0.69,0.0,0.739,3,4
626779,GOA,North Goa,Sattari,Derodem,626779.0,12.97159626241936,108.0,8.3,0.0,7.5,98.45,0.07,0.14,5.294,99.2,99.3,99.2,0.8,95.1,26.2,protect,high,low,12.97159626241936,25.0,0.0,0.0,78.7,7.5,40.0,3.0,0.0,False,False,False,12.874372630546985,12.86305431328994,12.862423093115266,0.109,0.0,Madei WLS; Bhimgad,,,0.0,,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,99.4,0.14,77.98,20.47,0.68,0.27,0.12,5.294,0.0,3,4
626782,GOA,North Goa,Sattari,Dongurli,626782.0,9.803225155731202,1534.0,156.5,0.0,11.6,82.23,6.07,10.27,0.959,35.7,83.4,29.4,64.3,67.5,60.1,negotiate,high,high,9.803225155731202,339.0,0.0,231.0,75.4,11.6,536.0,31.0,31.0,False,False,False,8.177413089096625,2.879316596190868,3.498192203052193,6.305,2.186,Madei WLS,"Madei WLS, Goa",,0.7297078827547148,NH-748AA,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,82.42,10.27,26.89,55.34,0.19,0.0,0.54,0.959,0.224,3,4
626791,GOA,North Goa,Sattari,Edorem,626791.0,1.4542463060879744,291.0,200.1,0.0,54.1,90.73,1.72,3.66,0.862,0.0,77.0,0.0,100.0,42.9,47.6,moderate on both,mid,mid,1.4542463060879744,60.0,0.0,0.0,77.7,54.1,135.0,24.0,49.0,False,False,True,1.120492864375253,0.0,0.0,1.454,1.445,,"Madei WLS, Goa",,0.0,,,,,West flowing rivers from Tapi to Tadri,Vasishti and others,93.96,3.66,0.0,90.73,3.23,0.0,0.0,0.862,0.0,3,4
626776,GOA,North Goa,Sattari,Golauli,626776.0,6.339782178626333,297.0,46.8,0.0,4.5,98.62,0.0,0.45,4.29,82.0,96.5,34.8,18.0,86.5,29.4,protect,high,low,6.339782178626333,67.0,0.0,0.0,75.4,4.5,157.0,4.0,3.0,False,False,False,6.120524082567502,2.2058294216748564,5.198960705293768,1.141,0.0,Madei WLS,"Madei WLS, Goa",,0.0,,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,99.51,0.45,80.62,18.0,0.89,0.0,0.05,4.29,0.0,3,4
626837,GOA,North Goa,Sattari,Govanem,626837.0,4.316382470754734,161.0,37.3,0.0,20.3,97.54,0.36,2.03,1.161,75.0,45.3,45.6,25.0,85.3,25.0,protect,high,low,4.316382470754734,39.0,0.0,0.0,75.2,20.3,59.0,12.0,0.0,False,False,False,1.9565110960980483,1.96702075436996,3.2357547645679614,1.081,0.0,Madei WLS,"Madei WLS, Goa",,0.0,,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,97.61,2.03,1.67,95.87,0.07,0.0,0.0,1.161,2.103,3,4
626784,GOA,North Goa,Sattari,Gululem,626784.0,7.638780509525634,0.0,0.0,,,87.15,0.08,0.0,2.218,91.0,99.6,92.1,9.0,85.9,39.9,protect,high,low,7.638780509525634,0.0,0.0,0.0,,,0.0,0.0,0.0,True,False,False,7.6089681188870575,7.038314863669623,6.950445188243023,0.688,0.0,Madei WLS,"Madei WLS, Goa",,5.44050435088082,NH-748AA,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,87.36,0.0,72.24,14.91,0.21,0.0,0.0,2.218,0.0,3,3
626774,GOA,North Goa,Sattari,Ivrem - Buzruco,626774.0,4.855210249284062,666.0,137.2,0.0,10.6,91.82,1.22,6.7,0.322,84.6,73.8,20.6,15.4,82.9,44.7,"protect, some pressure",high,mid,4.855210249284062,149.0,0.0,0.0,73.4,10.6,227.0,16.0,8.0,False,False,False,3.5826534746589744,1.002541714053775,4.107219003259079,0.748,0.0,Madei WLS,"Madei WLS, Goa",,0.0,,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,91.82,6.7,53.35,38.47,0.0,0.0,0.26,0.322,0.0,3,4
626775,GOA,North Goa,Sattari,Ivrem - Curdo,626775.0,3.6377877170086936,218.0,59.9,0.0,11.6,92.21,0.78,7.02,2.338,93.4,84.8,82.0,6.6,88.8,26.9,protect,high,low,3.6377877170086936,44.0,0.0,15.0,76.1,11.6,69.0,7.0,1.0,False,False,False,3.0832859557766352,2.982591441906693,3.397160169935292,0.241,0.0,Madei WLS,"Madei WLS, Goa",,0.0,,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,92.21,7.02,51.34,40.87,0.0,0.0,0.0,2.338,0.0,3,4
626796,GOA,North Goa,Sattari,Maloli,626796.0,5.507852461522743,416.0,75.5,0.0,3.5,92.53,1.14,2.51,1.369,94.9,100.0,42.4,5.0,87.3,27.9,protect,high,low,5.507852461522743,90.0,0.0,0.0,76.7,3.5,228.0,1.0,7.0,False,False,False,5.507852461522742,2.3375250008650688,5.2294542769168695,0.278,0.0,Madei WLS,"Madei WLS, Goa",,0.0,,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,96.35,2.51,42.27,50.26,3.82,0.0,0.0,1.369,0.0,3,4
626838,GOA,North Goa,Sattari,Malpona,626838.0,4.01895985941696,277.0,68.9,0.0,25.8,90.32,1.56,6.72,0.0,70.8,63.7,0.4,29.2,76.8,43.9,"protect, some pressure",high,mid,4.01895985941696,70.0,0.0,0.0,80.1,25.8,128.0,7.0,26.0,False,False,False,2.561076122853994,0.0171047740124,2.8452909456745856,1.174,1.174,,"Madei WLS, Goa; Bhagwan Mahaveer WLS Goa",,0.0,,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,90.32,6.72,0.0,90.32,0.0,0.0,0.86,0.0,2.186,3,4
626806,GOA,North Goa,Sattari,Mauxi,626806.0,6.238500661714815,1375.0,220.4,0.0,6.8,88.74,2.51,5.17,0.0,44.9,57.9,0.0,55.1,58.1,39.5,secondary,mid,low,6.238500661714815,295.0,0.0,0.0,73.7,6.8,471.0,25.0,7.0,False,False,False,3.612975177199655,0.0,2.7993241585529467,3.439,1.363,Madei WLS,"Madei WLS, Goa",,0.0,,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,92.31,5.17,14.36,74.38,3.57,0.0,0.0,0.0,0.0,3,4
626840,GOA,North Goa,Sattari,Melauli,626840.0,16.197200865852512,1636.0,101.0,22.2,29.4,86.86,4.69,4.5,1.763,26.3,7.2,0.0,73.7,52.2,35.7,secondary,mid,low,16.197200865852512,346.0,364.0,0.0,74.4,29.4,649.0,110.0,81.0,False,False,False,1.1589629402572554,0.0,4.257936114379766,11.939,11.729,Bondla WLS,"Bondla WLS, Goa; Madei WLS, Goa",,0.0,,,,,West flowing rivers from Tapi to Tadri,Vasishti and others,88.93,4.5,0.19,86.67,0.64,0.0,0.0,1.763,0.0,3,4
626804,GOA,North Goa,Sattari,Nagargao,626804.0,1.8863573272994587,549.0,291.0,0.0,53.7,89.17,1.67,3.84,0.0,0.3,64.5,0.0,99.7,45.6,65.7,pressure-led,mid,high,1.8863573272994587,117.0,0.0,0.0,78.5,53.7,287.0,59.0,95.0,False,False,False,1.2162288931648264,0.0,0.0053447840091052,1.881,1.786,Madei WLS,"Madei WLS, Goa",,0.0,,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,92.84,3.84,13.0,76.17,3.67,0.0,1.67,0.0,0.0,3,4
626813,GOA,North Goa,Sattari,Naguem,626813.0,3.329438709813372,479.0,143.9,0.6,6.7,96.14,0.94,1.32,0.0,54.0,49.1,0.0,46.0,64.1,36.0,protect,high,low,3.329438709813372,105.0,3.0,92.0,79.1,6.7,149.0,10.0,0.0,False,False,False,1.633328428641326,0.0,1.7992718572425963,1.53,0.0,Madei WLS,,,0.0,,,,,West flowing rivers from Tapi to Tadri,Vasishti and others,97.74,1.32,0.0,96.14,1.6,0.0,0.0,0.0,0.0,3,4
626792,GOA,North Goa,Sattari,Naneli,626792.0,5.987892843740724,294.0,49.1,0.0,16.9,87.04,6.19,4.72,6.768,48.8,73.2,8.9,51.2,71.6,31.8,protect,high,low,5.987892843740724,60.0,0.0,0.0,70.7,16.9,148.0,18.0,7.0,False,False,False,4.383857611311147,0.5303037287262323,2.925023447868336,3.063,2.521,Madei WLS,"Madei WLS, Goa",,0.0,,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,88.67,4.72,9.71,77.33,1.63,0.0,0.05,6.768,0.0,3,4
626797,GOA,North Goa,Sattari,Nanorem,626797.0,3.636035833125922,287.0,78.9,0.0,11.3,98.71,0.0,0.52,0.0,100.0,100.0,83.6,0.0,94.9,29.9,protect,high,low,3.636035833125922,62.0,0.0,0.0,78.4,11.3,106.0,3.0,9.0,False,False,False,3.636035833125922,3.037914211996547,3.636031181307697,0.0,0.0,Madei WLS,"Madei WLS, Goa",,0.0,,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,99.48,0.52,8.05,90.66,0.77,0.0,0.0,0.0,0.0,3,4
626783,GOA,North Goa,Sattari,Pale,626783.0,7.968032143760334,1157.0,145.2,0.0,11.3,94.18,1.65,3.46,0.079,64.5,97.3,75.9,35.5,83.0,47.1,"protect, some pressure",high,mid,7.968032143760334,251.0,0.0,8.0,73.5,11.3,382.0,25.0,18.0,False,False,False,7.755129661447406,6.04460750320493,5.140023950401601,2.828,0.0,Madei WLS,"Madei WLS, Goa",,0.0,,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,94.18,3.46,59.81,34.37,0.0,0.0,0.43,0.079,0.0,3,4
626819,GOA,North Goa,Sattari,Pendral,626819.0,16.767518125823035,0.0,0.0,,,98.8,0.0,0.0,1.983,99.4,99.8,85.4,0.6,94.1,21.7,protect,high,low,16.767518125823035,0.0,0.0,0.0,,,0.0,0.0,0.0,True,False,False,16.72864430098128,14.31412968504278,16.667238259512704,0.1,0.0,Madei WLS,,,0.0,,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,98.95,0.0,64.38,34.42,0.15,0.0,0.0,1.983,0.0,3,3
626826,GOA,North Goa,Sattari,Ponocem,626826.0,2.810294350433082,496.0,176.5,81.9,4.3,86.45,4.37,5.04,1.568,5.4,0.0,0.0,94.5,46.5,37.4,secondary,mid,low,2.810294350433082,110.0,406.0,0.0,77.0,4.3,161.0,6.0,1.0,False,False,False,0.0,0.0,0.1529779218702416,2.657,2.647,,,,0.0,,,,,West flowing rivers from Tapi to Tadri,Vasishti and others,86.67,5.04,0.0,86.45,0.22,0.0,0.0,1.568,6.831,3,4
626772,GOA,North Goa,Sattari,Ponsuli,626772.0,3.5372083304471222,0.0,0.0,,,97.5,0.18,0.0,1.246,81.8,99.7,92.9,18.2,89.1,40.3,protect,high,low,3.5372083304471222,0.0,0.0,0.0,,,0.0,0.0,0.0,True,False,False,3.5260763172989003,3.2865732985834284,2.8934820066949247,0.644,0.0,Madei WLS,"Madei WLS, Goa",,3.92753112763986,NH-748AA,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,97.5,0.0,80.69,16.81,0.0,0.0,0.0,1.246,0.0,3,3
626771,GOA,North Goa,Sattari,Quelaudem,626771.0,3.6502791675984976,0.0,0.0,,,89.62,0.0,0.0,2.916,84.0,83.3,57.9,15.9,83.9,37.5,protect,high,low,3.6502791675984976,0.0,0.0,0.0,,,0.0,0.0,0.0,True,False,False,3.038908312936577,2.1118383756922543,3.067901626060232,0.582,0.0,Madei WLS,"Madei WLS, Goa",,0.6814751527199119,NH-748AA,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,89.71,0.0,80.19,9.43,0.09,0.0,0.0,2.916,0.0,3,3
626781,GOA,North Goa,Sattari,Rivem,626781.0,8.672959050311952,154.0,17.8,0.0,7.1,98.88,0.51,0.58,0.652,50.5,100.0,5.1,49.5,78.0,20.4,protect,high,low,8.672959050311952,33.0,0.0,0.0,76.0,7.1,70.0,2.0,3.0,False,False,False,8.672959050311949,0.4401591759960246,4.378865295967374,4.294,0.0,Madei WLS,"Madei WLS, Goa",,0.0,,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,98.92,0.58,73.95,24.93,0.04,0.0,0.0,0.652,0.0,3,4
626816,GOA,North Goa,Sattari,Sanvordem,626816.0,3.055066565594358,897.0,293.6,0.0,41.1,88.42,4.51,1.53,0.0,9.1,69.8,0.0,90.9,48.7,46.9,moderate on both,mid,mid,3.055066565594358,180.0,0.0,63.0,72.5,41.1,292.0,22.0,98.0,False,False,False,2.1319330455136027,0.0003559214716285,0.2767484519217849,2.778,1.04,Madei WLS,"Madei WLS, Goa",,0.0,,,MEDAI WLS RANGE,,West flowing rivers from Tapi to Tadri,Vasishti and others,92.21,1.53,0.0,88.42,3.79,0.0,0.0,0.0,0.0,3,4
